Date,Alcohol1,Alcohol2,low_score,male,white,recidivism,acc,aged,year,bac1,bac2
10dec2004,100,99,99,1,1,0,0,23,2004,.1,.098999999
25apr2000,173,170,170,0,1,0,1,40,2000,.17299999,.17
15feb2006,146,145,145,1,1,0,0,24,2006,.146,.145
15dec2001,252,261,252,1,1,0,1,24,2001,.252,.26100001
30jan2005,72,71,71,1,1,0,0,58,2005,.071999997,.071000002
18may2006,166,179,166,0,1,0,0,40,2006,.16599999,.17900001
17nov2006,152,161,152,1,1,0,0,25,2006,.152,.161
04aug2002,139,143,139,1,1,0,1,35,2002,.139,.14300001
26sep2004,187,190,187,1,1,0,0,22,2004,.18700001,.19
25mar2003,188,202,188,1,1,1,1,30,2003,.18799999,.20200001
02apr2000,68,74,68,1,0,0,0,40,2000,.068000004,.074000001
06mar2003,34,33,33,1,1,0,0,27,2003,.034000002,.033
29jan2002,153,147,147,1,1,0,0,33,2002,.153,.147
17dec2000,132,129,129,0,1,0,1,43,2000,.132,.12899999
13feb2003,209,221,209,0,1,1,1,33,2003,.20900001,.221
05oct2001,93,103,93,1,1,0,0,45,2001,.093000002,.103
31mar2003,65,63,63,1,1,0,0,22,2003,.064999998,.063000001
10sep2003,46,48,46,0,0,0,0,52,2003,.046,.048
31mar2007,100,100,100,1,1,0,0,50,2007,.1,.1
16dec2002,180,182,180,1,0,0,0,26,2002,.18000001,.182
06jan2007,173,177,173,1,0,0,1,46,2007,.17299999,.177
22oct2006,103,102,102,1,1,0,0,62,2006,.103,.102
07oct2002,174,168,168,1,1,0,0,28,2002,.17399999,.168
24oct2002,106,96,96,1,0,0,0,21,2002,.106,.096000001
22apr2005,134,137,134,1,0,0,0,41,2005,.134,.13699999
11jun2004,115,114,114,1,1,0,0,40,2004,.115,.114
28mar2001,156,156,156,1,1,0,0,57,2001,.156,.156
25feb2007,131,136,131,0,1,0,0,21,2007,.131,.13600001
23may1999,254,249,249,1,1,0,1,39,1999,.25400001,.249
25mar2000,107,108,107,1,1,0,0,46,2000,.107,.108
09mar2007,99,100,99,1,1,1,0,27,2007,.098999999,.1
21sep2006,122,127,122,0,1,1,0,25,2006,.122,.127
30sep2005,139,135,135,1,1,1,0,35,2005,.139,.13500001
05dec1999,149,146,146,1,1,0,0,44,1999,.149,.146
18oct2001,149,148,148,1,1,0,0,46,2001,.149,.148
13aug2004,207,213,207,1,1,0,0,32,2004,.207,.213
14jan1999,142,149,142,1,1,0,0,24,1999,.142,.149
27mar2003,89,93,89,1,1,0,0,36,2003,.089000002,.093000002
22jun2003,89,89,89,0,1,0,0,45,2003,.089000002,.089000002
18jul2001,200,200,200,0,1,0,0,41,2001,.2,.2
10dec2006,139,142,139,1,1,0,0,47,2006,.139,.142
19oct2005,74,71,71,1,1,0,0,23,2005,.074000001,.071000002
24jun2006,247,249,247,1,0,0,0,37,2006,.24699999,.249
11oct2003,146,145,145,1,1,0,0,27,2003,.146,.145
04oct2005,106,106,106,1,1,0,0,32,2005,.106,.106
13mar2003,106,103,103,1,1,0,0,48,2003,.106,.103
12feb1999,122,118,118,0,1,0,0,38,1999,.122,.118
22dec2007,118,115,115,0,1,0,1,62,2007,.118,.115
22jul2006,117,112,112,0,1,0,0,49,2006,.117,.112
15jul2000,155,152,152,1,1,0,0,22,2000,.155,.152
04aug2007,136,143,136,0,1,0,0,25,2007,.13600001,.14300001
05jun1999,291,305,291,1,1,0,1,60,1999,.29100001,.30500001
25feb2001,211,209,209,0,1,0,1,23,2001,.211,.20900001
17apr1999,284,281,281,1,1,1,0,41,1999,.28400001,.28099999
28apr2005,278,280,278,0,1,0,0,44,2005,.278,.28
10may2002,146,138,138,1,1,1,0,24,2002,.146,.138
15apr2007,71,67,67,0,0,0,0,47,2007,.071000002,.067000002
04dec2003,192,196,192,1,1,0,0,38,2003,.192,.19599999
14may2006,22,22,22,1,1,0,0,45,2006,.022,.022
30jun1999,168,163,163,1,1,0,0,28,1999,.168,.163
20may2005,147,136,136,1,1,0,0,31,2005,.147,.13600001
17feb2007,86,83,83,1,1,0,0,22,2007,.086000003,.082999997
11sep2003,121,123,121,1,1,0,0,22,2003,.121,.123
10sep2004,130,126,126,1,1,0,0,60,2004,.13,.126
18mar2007,64,63,63,1,1,0,0,22,2007,.064000003,.063000001
04jul1999,180,169,169,1,1,0,0,28,1999,.18000001,.169
07jun2003,130,131,130,0,1,0,0,25,2003,.13,.131
22jan2003,217,211,211,0,1,0,0,64,2003,.21699999,.211
27aug2005,173,177,173,1,1,0,0,29,2005,.17299999,.177
19feb2006,163,167,163,1,0,0,1,36,2006,.163,.167
10aug2007,98,94,94,1,0,0,0,44,2007,.097999997,.093999997
21may2005,178,175,175,1,1,0,1,41,2005,.178,.175
28mar2007,82,81,81,1,1,0,0,36,2007,.082000002,.081
05sep2004,141,133,133,1,1,0,1,22,2004,.141,.133
04feb2006,187,187,187,1,1,0,0,46,2006,.18700001,.18700001
03apr2007,96,94,94,1,0,0,0,23,2007,.096000001,.093999997
08oct2000,206,200,200,1,1,0,0,47,2000,.206,.2
14feb2000,114,113,113,1,1,0,0,22,2000,.114,.113
12jan2001,203,210,203,1,1,0,0,22,2001,.20299999,.20999999
10feb2006,81,68,68,1,1,0,0,24,2006,.081,.068000004
22sep2002,203,203,203,1,1,0,0,40,2002,.20299999,.20299999
14nov2004,187,186,186,1,1,1,1,41,2004,.18700001,.186
04sep2006,288,282,282,1,1,0,0,25,2006,.28799999,.28200001
07apr2000,234,225,225,1,1,0,1,36,2000,.234,.22499999
13may2005,157,147,147,0,1,0,0,27,2005,.15700001,.147
24nov2007,78,76,76,1,0,0,0,37,2007,.078000002,.075999998
29sep2006,181,175,175,1,1,0,0,28,2006,.18099999,.175
24sep2007,284,281,281,0,1,0,1,46,2007,.28400001,.28099999
12aug2001,211,205,205,1,1,0,1,40,2001,.211,.205
26may2007,201,205,201,1,1,0,0,24,2007,.20100001,.205
01jun2007,192,190,190,0,1,0,0,42,2007,.192,.19
25jul1999,89,92,89,1,1,0,1,24,1999,.089000002,.092
27jan2001,115,117,115,1,1,0,0,30,2001,.115,.117
28mar2002,158,162,158,1,1,0,0,55,2002,.15800001,.162
31may1999,196,187,187,1,1,1,0,36,1999,.19599999,.18700001
08oct2005,154,150,150,1,1,0,0,26,2005,.154,.15000001
06sep2007,139,136,136,1,1,0,0,52,2007,.139,.13600001
06dec2001,126,121,121,1,1,0,1,35,2001,.126,.121
11apr2001,314,325,314,1,1,0,0,40,2001,.31400001,.32499999
28nov2002,91,84,84,1,1,0,0,55,2002,.090999998,.083999999
20jan2006,76,77,76,1,0,0,0,27,2006,.075999998,.077
29jan2005,188,180,180,0,1,1,0,25,2005,.18799999,.18000001
12may2002,139,148,139,1,1,0,0,31,2002,.139,.148
06feb2005,149,147,147,1,1,0,0,31,2005,.149,.147
30aug2006,155,153,153,0,1,0,0,21,2006,.155,.153
11nov1999,62,63,62,1,1,1,0,50,1999,.061999999,.063000001
18aug2001,140,133,133,0,1,0,0,46,2001,.14,.133
29nov2003,91,90,90,1,1,0,0,24,2003,.090999998,.090000004
01sep2001,188,184,184,1,0,0,0,23,2001,.18799999,.184
28apr2003,205,217,205,1,1,0,0,48,2003,.205,.21699999
02nov2007,88,86,86,1,1,0,0,45,2007,.088,.086000003
30may2001,110,108,108,1,0,0,0,32,2001,.11,.108
20sep2006,227,236,227,1,1,0,0,39,2006,.227,.236
14jun2003,121,115,115,1,1,0,0,26,2003,.121,.115
23dec1999,86,91,86,1,1,1,0,41,1999,.086000003,.090999998
01jun2002,119,124,119,1,1,1,0,31,2002,.119,.124
24sep2003,137,130,130,0,1,0,0,56,2003,.13699999,.13
22jul2006,148,135,135,0,1,0,0,40,2006,.148,.13500001
23nov2001,46,44,44,1,1,1,0,39,2001,.046,.044
23jul1999,79,82,79,1,1,0,0,50,1999,.079000004,.082000002
30nov2002,127,117,117,1,1,0,0,27,2002,.127,.117
30mar2007,387,373,373,1,1,0,0,27,2007,.38699999,.373
23feb2003,114,110,110,1,1,0,0,43,2003,.114,.11
25feb2006,209,204,204,1,1,0,1,35,2006,.20900001,.204
13oct2003,158,154,154,1,1,0,0,62,2003,.15800001,.154
06dec2002,207,210,207,1,1,0,1,41,2002,.207,.20999999
25dec2001,116,109,109,1,1,1,1,42,2001,.116,.109
26sep2000,29,27,27,1,1,0,0,36,2000,.028999999,.027000001
28oct2007,116,113,113,1,0,0,0,36,2007,.116,.113
23jun2005,124,120,120,0,1,0,0,31,2005,.124,.12
18feb2007,170,165,165,0,1,0,0,42,2007,.17,.16500001
18jul2003,102,100,100,1,1,0,0,48,2003,.102,.1
11may2002,146,143,143,1,1,0,0,27,2002,.146,.14300001
27feb2002,86,82,82,1,1,0,0,47,2002,.086000003,.082000002
03feb2007,202,207,202,1,1,0,0,44,2007,.20200001,.207
27oct1999,152,143,143,1,1,0,0,35,1999,.152,.14300001
17jan2005,99,97,97,1,0,0,0,21,2005,.098999999,.097000003
31oct2007,100,103,100,1,1,1,0,22,2007,.1,.103
06aug1999,289,276,276,0,1,0,0,43,1999,.289,.27599999
02aug1999,74,74,74,1,1,0,0,22,1999,.074000001,.074000001
22mar1999,167,163,163,1,1,0,0,26,1999,.167,.163
11aug1999,166,174,166,1,1,0,0,27,1999,.16599999,.17399999
29may2005,51,47,47,1,1,0,0,43,2005,.050999999,.046999998
27jul2002,92,94,92,0,1,0,0,36,2002,.092,.093999997
19nov2004,82,86,82,1,1,0,0,21,2004,.082000002,.086000003
19nov2005,125,121,121,1,1,1,0,25,2005,.125,.121
07aug2004,55,56,55,1,1,0,0,36,2004,.055,.056000002
06jun2003,83,90,83,1,1,0,0,26,2003,.082999997,.090000004
13feb2000,118,114,114,1,1,0,0,26,2000,.118,.114
12jul2001,177,173,173,1,1,0,0,27,2001,.177,.17299999
11aug2001,153,154,153,1,1,1,0,35,2001,.153,.154
25mar2005,129,125,125,1,1,0,0,62,2005,.12899999,.125
22jan1999,96,91,91,0,0,0,0,22,1999,.096000001,.090999998
19feb2000,181,184,181,1,1,0,0,46,2000,.18099999,.184
24aug2001,140,132,132,1,1,0,0,37,2001,.14,.132
15jun2003,122,122,122,1,1,0,0,27,2003,.122,.122
13may2005,191,194,191,1,1,0,0,23,2005,.191,.19400001
04aug2005,143,149,143,1,1,1,0,39,2005,.14300001,.149
26jul2007,65,64,64,1,1,0,0,21,2007,.064999998,.064000003
13nov2002,64,65,64,1,1,0,0,35,2002,.064000003,.064999998
31may2007,172,175,172,1,1,0,0,52,2007,.17200001,.175
06apr2007,104,101,101,1,1,0,0,27,2007,.104,.101
10oct2003,63,65,63,1,1,0,0,36,2003,.063000001,.064999998
05feb1999,278,289,278,1,1,1,0,50,1999,.278,.289
04may2003,86,83,83,1,1,0,0,27,2003,.086000003,.082999997
09dec2000,225,226,225,1,1,0,1,27,2000,.22499999,.226
03oct2003,170,172,170,0,1,0,0,26,2003,.17,.17200001
18jun2001,139,134,134,1,1,0,0,27,2001,.139,.134
31mar2000,127,121,121,1,1,0,0,38,2000,.127,.121
11jun2005,89,88,88,1,1,0,0,22,2005,.089000002,.088
14jan1999,111,108,108,1,1,0,0,34,1999,.111,.108
23sep2005,151,150,150,1,1,1,0,31,2005,.15099999,.15000001
06aug2005,122,120,120,1,1,0,0,21,2005,.122,.12
21jul2003,151,143,143,1,1,0,0,39,2003,.15099999,.14300001
25sep2006,66,65,65,0,0,0,0,53,2006,.066,.064999998
25apr2007,186,194,186,1,1,0,1,69,2007,.186,.19400001
16mar2007,239,230,230,1,1,1,0,35,2007,.23899999,.23
10dec2005,144,137,137,1,1,1,0,21,2005,.14399999,.13699999
29jul2007,139,142,139,1,1,0,0,57,2007,.139,.142
04jun2002,184,181,181,1,1,0,0,42,2002,.184,.18099999
26feb2004,182,176,176,1,1,0,0,39,2004,.182,.176
09dec2004,87,81,81,1,1,1,0,44,2004,.086999997,.081
22oct2005,149,145,145,0,1,0,0,24,2005,.149,.145
05nov2003,225,225,225,1,1,0,0,36,2003,.22499999,.22499999
05oct2004,103,109,103,0,1,0,0,53,2004,.103,.109
12sep1999,114,101,101,1,1,0,0,31,1999,.114,.101
03apr2004,94,90,90,1,1,0,0,40,2004,.093999997,.090000004
17nov2007,206,217,206,0,1,0,0,52,2007,.206,.21699999
05nov2006,152,154,152,1,1,0,0,22,2006,.152,.154
21aug2000,56,54,54,1,1,0,0,31,2000,.056000002,.054000001
25dec2003,127,134,127,1,1,0,0,21,2003,.127,.134
21oct2007,106,94,94,1,0,0,0,25,2007,.106,.093999997
09nov2000,86,75,75,1,1,0,0,36,2000,.086000003,.075000003
26aug2005,116,115,115,1,1,0,0,26,2005,.116,.115
04nov2000,276,275,275,1,1,0,0,27,2000,.27599999,.27500001
16sep2006,111,113,111,1,0,0,0,24,2006,.111,.113
10may2007,93,91,91,0,1,0,0,21,2007,.093000002,.090999998
05oct2002,64,66,64,1,1,0,0,48,2002,.064000003,.066
22feb2004,152,152,152,1,1,0,0,24,2004,.152,.152
13oct2001,158,156,156,1,1,0,1,73,2001,.15800001,.156
12may2007,68,71,68,1,1,0,0,29,2007,.068000004,.071000002
30sep2007,169,175,169,1,1,0,0,44,2007,.169,.175
24apr2003,101,100,100,0,1,0,0,33,2003,.101,.1
09may2006,118,126,118,1,1,0,0,25,2006,.118,.126
01jan2004,107,112,107,1,1,0,1,23,2004,.107,.112
30sep2005,136,123,123,0,0,0,0,24,2005,.13600001,.123
25aug2005,228,221,221,1,1,0,0,48,2005,.228,.221
06feb2005,143,147,143,1,1,0,0,27,2005,.14300001,.147
23jan1999,182,181,181,0,1,0,0,35,1999,.182,.18099999
06feb2005,79,90,79,1,1,0,0,29,2005,.079000004,.090000004
16feb2007,113,116,113,1,1,0,0,24,2007,.113,.116
08nov2003,145,155,145,1,1,0,0,40,2003,.145,.155
12jan2003,106,106,106,1,1,0,0,22,2003,.106,.106
06apr2006,99,105,99,0,1,0,0,50,2006,.098999999,.105
11aug2007,203,195,195,1,1,0,1,39,2007,.20299999,.19499999
15jul2002,157,158,157,0,0,0,0,21,2002,.15700001,.15800001
07may2003,104,101,101,1,1,0,0,22,2003,.104,.101
21nov2004,145,145,145,1,1,0,0,25,2004,.145,.145
14oct2000,343,354,343,1,1,1,0,35,2000,.34299999,.354
07jan2005,126,125,125,1,1,0,0,27,2005,.126,.125
10apr2005,125,124,124,1,1,0,0,38,2005,.125,.124
08jan2005,166,160,160,1,1,1,0,43,2005,.16599999,.16
09feb2004,140,141,140,1,1,0,0,32,2004,.14,.141
30jul2006,126,123,123,1,1,0,0,21,2006,.126,.123
25feb2003,207,218,207,0,1,0,0,40,2003,.207,.21799999
18feb2007,167,173,167,1,1,0,1,28,2007,.167,.17299999
26jun2004,155,150,150,1,1,0,0,25,2004,.155,.15000001
14nov2004,71,72,71,1,1,0,0,25,2004,.071000002,.071999997
22nov2001,178,173,173,1,0,0,0,29,2001,.178,.17299999
22may2000,135,133,133,1,1,1,0,25,2000,.13500001,.133
16nov2005,123,137,123,1,1,0,0,38,2005,.123,.13699999
04aug2007,92,95,92,1,1,0,0,24,2007,.092,.094999999
27nov2004,167,158,158,1,0,0,0,24,2004,.167,.15800001
30may2004,156,157,156,1,1,1,1,40,2004,.156,.15700001
08may2002,100,99,99,1,1,0,0,54,2002,.1,.098999999
12sep2000,169,171,169,1,1,0,1,41,2000,.169,.171
23jun2000,105,98,98,1,1,0,0,57,2000,.105,.097999997
09sep2001,96,97,96,1,1,0,0,29,2001,.096000001,.097000003
18mar2005,82,78,78,1,1,0,0,38,2005,.082000002,.078000002
11jun1999,186,183,183,1,1,1,0,29,1999,.186,.183
21sep2005,183,171,171,1,1,0,0,46,2005,.183,.171
22jul2006,206,216,206,1,1,0,0,49,2006,.206,.21600001
05feb2005,188,186,186,0,1,0,0,30,2005,.18799999,.186
25apr1999,207,201,201,1,1,0,1,31,1999,.207,.20100001
23may2006,198,194,194,0,1,0,1,44,2006,.198,.19400001
11oct2007,127,127,127,1,1,0,0,26,2007,.127,.127
19apr2001,99,99,99,0,1,0,0,22,2001,.098999999,.098999999
10dec2005,169,169,169,1,1,0,0,54,2005,.169,.169
26jun2004,101,101,101,0,1,0,0,39,2004,.101,.101
23jul2005,148,156,148,1,1,0,0,42,2005,.148,.156
20aug2007,80,70,70,1,0,0,0,51,2007,.079999998,.07
09sep2002,107,109,107,1,0,0,0,35,2002,.107,.109
01apr1999,61,56,56,1,1,0,0,28,1999,.061000001,.056000002
05feb2002,124,125,124,1,1,0,0,54,2002,.124,.125
27oct2001,119,122,119,1,1,0,0,47,2001,.119,.122
02sep2000,194,180,180,1,1,0,0,62,2000,.19400001,.18000001
21jan2007,209,198,198,0,1,0,0,49,2007,.20900001,.198
13apr2003,157,164,157,1,1,0,0,34,2003,.15700001,.164
15jun2007,173,178,173,1,1,0,0,28,2007,.17299999,.178
29may1999,93,91,91,1,1,0,0,26,1999,.093000002,.090999998
06mar2006,123,124,123,0,1,0,0,39,2006,.123,.124
01sep2005,64,64,64,0,1,0,0,50,2005,.064000003,.064000003
12mar2005,141,132,132,1,1,1,0,46,2005,.141,.132
13mar2003,140,139,139,1,1,0,1,23,2003,.14,.139
23jul2006,96,90,90,1,1,1,0,24,2006,.096000001,.090000004
02may1999,199,194,194,0,1,0,0,33,1999,.199,.19400001
27apr2002,77,71,71,1,1,0,0,31,2002,.077,.071000002
01jan2007,168,167,167,1,1,0,1,31,2007,.168,.167
02mar2007,100,106,100,0,0,0,0,28,2007,.1,.106
18jun2002,110,106,106,1,1,0,0,80,2002,.11,.106
22jul2002,148,141,141,1,1,0,1,43,2002,.148,.141
14apr2002,164,161,161,1,1,0,0,49,2002,.164,.161
16dec1999,38,40,38,1,1,0,0,55,1999,.037999999,.039999999
14may2006,58,56,56,1,1,0,0,34,2006,.057999998,.056000002
25may2002,215,226,215,1,1,0,1,44,2002,.215,.226
04dec2001,164,162,162,0,1,0,1,60,2001,.164,.162
23oct2007,0,0,0,1,1,0,0,43,2007,0,0
16oct2004,90,92,90,1,1,0,0,26,2004,.090000004,.092
10mar2005,97,96,96,1,1,0,0,45,2005,.097000003,.096000001
15feb2002,127,132,127,1,1,0,0,38,2002,.127,.132
05nov2003,136,132,132,1,1,0,0,49,2003,.13600001,.132
23nov2005,169,158,158,1,1,0,0,23,2005,.169,.15800001
27mar2002,118,116,116,1,1,0,0,22,2002,.118,.116
02feb2001,116,124,116,1,1,0,0,29,2001,.116,.124
18feb2007,124,123,123,1,1,0,0,32,2007,.124,.123
04jul2002,151,148,148,1,1,0,0,29,2002,.15099999,.148
13sep2000,136,144,136,1,1,0,0,44,2000,.13600001,.14399999
03sep2004,106,108,106,0,1,0,0,38,2004,.106,.108
24aug2002,93,93,93,1,1,1,0,21,2002,.093000002,.093000002
06apr2007,189,179,179,1,1,0,0,68,2007,.189,.17900001
28sep2005,119,117,117,0,1,0,0,48,2005,.119,.117
01sep2004,265,266,265,1,1,1,0,49,2004,.26499999,.266
14nov1999,186,188,186,0,1,1,0,53,1999,.186,.18799999
24may2003,173,165,165,1,1,0,0,24,2003,.17299999,.16500001
02nov1999,129,121,121,1,1,0,0,34,1999,.12899999,.121
23may2004,105,103,103,1,1,0,0,40,2004,.105,.103
27oct2006,146,146,146,1,1,0,0,53,2006,.146,.146
31may1999,134,129,129,0,1,0,0,34,1999,.134,.12899999
01jan2002,195,204,195,1,1,1,0,21,2002,.19499999,.204
03mar2002,135,131,131,0,1,0,0,25,2002,.13500001,.131
03mar2007,186,199,186,1,0,0,0,39,2007,.186,.199
19apr1999,151,162,151,0,1,0,1,50,1999,.15099999,.162
02apr2006,69,69,69,1,1,0,1,21,2006,.068999998,.068999998
06jul2003,93,89,89,1,0,0,0,21,2003,.093000002,.089000002
25feb2004,103,100,100,1,1,0,0,35,2004,.103,.1
05may2001,134,128,128,1,1,0,0,44,2001,.134,.12800001
01jan2002,268,267,267,0,0,0,0,38,2002,.26800001,.26699999
08nov1999,242,233,233,1,0,1,0,37,1999,.242,.233
22may2005,155,167,155,1,1,0,0,25,2005,.155,.167
06feb2004,203,195,195,1,1,1,0,41,2004,.20299999,.19499999
28apr2000,77,77,77,1,1,1,0,55,2000,.077,.077
28aug2004,118,115,115,1,1,0,1,24,2004,.118,.115
14sep2000,119,119,119,1,1,0,0,58,2000,.119,.119
07jun2001,123,134,123,1,1,0,0,35,2001,.123,.134
17jul1999,127,130,127,1,1,0,0,35,1999,.127,.13
17mar2000,149,150,149,1,0,0,1,24,2000,.149,.15000001
30may2007,310,319,310,0,1,0,0,31,2007,.31,.31900001
08jul1999,97,95,95,0,1,0,0,56,1999,.097000003,.094999999
24nov2002,262,263,262,1,1,1,0,35,2002,.26199999,.26300001
06may2007,204,205,204,0,1,0,0,28,2007,.204,.205
16dec2007,121,110,110,1,1,0,0,45,2007,.121,.11
08dec2005,153,155,153,1,1,0,0,56,2005,.153,.155
24feb2001,152,139,139,1,1,0,0,27,2001,.152,.139
26may2003,108,111,108,1,0,0,0,36,2003,.108,.111
22oct2006,89,99,89,0,1,0,0,23,2006,.089000002,.098999999
11nov2005,140,141,140,1,1,0,0,44,2005,.14,.141
03mar2000,206,208,206,0,1,0,0,29,2000,.206,.208
04oct2006,123,121,121,1,0,0,0,59,2006,.123,.121
09jun2006,101,99,99,1,1,0,0,44,2006,.101,.098999999
29dec2007,164,161,161,1,1,0,0,37,2007,.164,.161
28dec2002,105,99,99,1,1,0,1,22,2002,.105,.098999999
14jan2006,132,124,124,1,1,0,0,29,2006,.132,.124
07mar2001,154,164,154,1,1,0,0,37,2001,.154,.164
11jul1999,161,162,161,1,1,0,0,29,1999,.161,.162
19feb2002,77,71,71,1,1,0,0,33,2002,.077,.071000002
06jun2003,98,98,98,1,1,1,0,54,2003,.097999997,.097999997
04apr2006,67,70,67,1,1,0,0,21,2006,.067000002,.07
13aug2005,237,251,237,0,1,0,1,53,2005,.237,.25099999
24apr1999,123,117,117,1,1,0,0,30,1999,.123,.117
24sep2006,70,68,68,1,1,1,0,24,2006,.07,.068000004
22jun2003,120,124,120,1,1,0,0,21,2003,.12,.124
08mar2007,196,189,189,0,1,0,0,22,2007,.19599999,.189
22may2004,110,115,110,0,1,0,1,22,2004,.11,.115
18dec1999,78,78,78,1,1,0,1,30,1999,.078000002,.078000002
31aug2001,132,126,126,1,1,1,0,24,2001,.132,.126
24feb2006,136,124,124,1,0,0,0,27,2006,.13600001,.124
02jun2002,87,85,85,1,1,0,0,24,2002,.086999997,.085000001
23sep2005,178,180,178,1,1,0,0,49,2005,.178,.18000001
17may2006,78,85,78,1,1,0,0,48,2006,.078000002,.085000001
01jun2001,146,148,146,1,1,0,0,24,2001,.146,.148
28jan2000,223,225,223,1,1,0,0,21,2000,.223,.22499999
14jan2005,110,114,110,0,1,0,1,31,2005,.11,.114
26apr2003,131,124,124,0,1,0,0,44,2003,.131,.124
20feb2005,44,43,43,1,0,0,0,44,2005,.044,.043000001
23jun2007,159,154,154,1,1,0,0,27,2007,.15899999,.154
05jul2003,114,120,114,1,1,0,0,37,2003,.114,.12
22jul2006,189,185,185,1,1,0,0,25,2006,.189,.185
14oct2005,128,125,125,1,0,0,0,44,2005,.12800001,.125
24jan2005,236,228,228,1,1,0,0,25,2005,.236,.228
22jan2007,201,196,196,1,1,0,0,38,2007,.20100001,.19599999
22oct2005,95,101,95,0,1,0,1,26,2005,.094999999,.101
26jun2004,42,43,42,1,1,0,0,24,2004,.041999999,.043000001
07oct2006,67,68,67,0,1,0,0,29,2006,.067000002,.068000004
10jul2005,146,151,146,1,1,0,0,26,2005,.146,.15099999
22oct2000,126,129,126,1,1,0,0,37,2000,.126,.12899999
24feb2001,135,123,123,1,0,0,0,44,2001,.13500001,.123
24mar2006,173,166,166,0,1,0,0,48,2006,.17299999,.16599999
15oct1999,220,213,213,1,0,0,1,45,1999,.22,.213
15jan2006,109,102,102,1,0,1,0,36,2006,.109,.102
06dec2006,126,129,126,1,1,0,0,34,2006,.126,.12899999
25jan2002,130,127,127,1,1,0,0,28,2002,.13,.127
14oct2005,140,137,137,1,1,0,1,27,2005,.14,.13699999
14jul2001,112,114,112,1,1,0,0,41,2001,.112,.114
01sep2006,121,115,115,1,1,0,0,22,2006,.121,.115
17oct2007,152,147,147,1,1,0,0,25,2007,.152,.147
24nov2005,144,158,144,0,1,0,0,54,2005,.14399999,.15800001
01may2001,209,213,209,1,1,0,1,48,2001,.20900001,.213
01jan2007,145,145,145,1,0,0,0,29,2007,.145,.145
19nov2004,108,104,104,0,1,0,0,23,2004,.108,.104
16oct2002,77,77,77,1,0,0,0,49,2002,.077,.077
21dec2002,112,115,112,1,0,0,0,50,2002,.112,.115
23aug2002,127,123,123,1,1,0,0,34,2002,.127,.123
15aug2007,61,64,61,1,1,0,0,23,2007,.061000001,.064000003
31oct2007,102,105,102,1,0,1,0,25,2007,.102,.105
25jul2002,155,153,153,1,1,0,1,22,2002,.155,.153
23sep2001,154,146,146,0,1,0,0,26,2001,.154,.146
02jun2001,141,139,139,1,1,0,0,32,2001,.141,.139
30mar2004,119,117,117,1,1,0,0,57,2004,.119,.117
24jan1999,245,253,245,0,1,0,0,31,1999,.245,.25299999
16jun2007,161,158,158,1,1,0,0,39,2007,.161,.15800001
30jan2005,101,102,101,1,1,0,0,49,2005,.101,.102
20feb2004,136,130,130,1,1,0,0,42,2004,.13600001,.13
18may2006,128,119,119,1,1,0,0,40,2006,.12800001,.119
18aug2001,112,111,111,1,1,0,0,34,2001,.112,.111
31jan2004,128,131,128,1,1,0,0,48,2004,.12800001,.131
21mar2000,143,143,143,0,1,0,0,22,2000,.14300001,.14300001
11may1999,92,94,92,1,1,0,0,23,1999,.092,.093999997
28nov2004,177,172,172,1,1,0,0,47,2004,.177,.17200001
13nov2004,108,97,97,0,1,0,0,32,2004,.108,.097000003
04aug2007,137,137,137,1,1,0,0,25,2007,.13699999,.13699999
08mar2003,143,140,140,1,0,0,0,24,2003,.14300001,.14
18jul2007,116,116,116,0,1,0,0,29,2007,.116,.116
22aug2003,105,116,105,1,1,0,0,57,2003,.105,.116
25nov2005,191,182,182,1,1,0,0,35,2005,.191,.182
22apr2001,169,167,167,1,1,0,0,49,2001,.169,.167
29oct2007,157,162,157,1,1,0,1,33,2007,.15700001,.162
11sep2004,107,111,107,1,1,0,0,27,2004,.107,.111
05nov1999,156,160,156,1,1,0,1,55,1999,.156,.16
10feb2002,124,127,124,0,0,0,0,26,2002,.124,.127
28jan2002,105,105,105,1,1,0,0,23,2002,.105,.105
30jan2003,110,108,108,0,1,0,0,40,2003,.11,.108
12oct2002,102,102,102,1,1,0,0,22,2002,.102,.102
03dec2005,120,115,115,1,0,0,0,42,2005,.12,.115
23jul2007,171,176,171,1,1,0,0,48,2007,.171,.176
22nov2000,176,179,176,1,1,0,0,46,2000,.176,.17900001
21may2007,228,228,228,0,1,0,1,51,2007,.228,.228
08may2005,95,94,94,1,1,0,0,55,2005,.094999999,.093999997
29aug2002,117,114,114,0,1,0,0,23,2002,.117,.114
02apr2005,193,189,189,1,1,1,0,36,2005,.193,.189
24nov2004,107,106,106,1,1,0,1,42,2004,.107,.106
16aug2001,164,151,151,1,1,0,0,40,2001,.164,.15099999
04jan2002,113,120,113,0,1,0,0,41,2002,.113,.12
12nov2007,161,160,160,1,1,0,0,35,2007,.161,.16
07aug2007,168,167,167,1,1,0,0,32,2007,.168,.167
04may2005,139,136,136,1,1,0,1,43,2005,.139,.13600001
21jul2006,107,118,107,1,1,0,0,49,2006,.107,.118
19mar1999,174,173,173,0,0,0,0,29,1999,.17399999,.17299999
29dec2002,69,67,67,1,1,0,0,22,2002,.068999998,.067000002
16feb2005,129,136,129,1,0,0,0,34,2005,.12899999,.13600001
10jul2005,114,100,100,0,1,0,0,40,2005,.114,.1
